"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1265786","occ","","","75481","Dryopithecus brancoi","species","143193","MN 9","","11.1","9.7","55045"
"1301949","occ","","","173988","Homo","genus","40901","Pleistocene","","2.588","0.0117","56724"
"1304766","occ","","","174662","Kamoyapithecus hamiltoni","species","331886","Late Oligocene","","28.4","23.03","5444"
"1304797","occ","","","174664","Kamoyapithecus hamiltoni","species","331886","Late Oligocene","","28.4","23.03","57046"
"1304872","occ","","","174672","Lokonepithecus manai","species","331907","Oligocene","","33.9","23.03","57051"
"1306385","occ","","","174913","Eosimias","genus","92597","Late Eocene","","37.2","33.9","57178"
"1306387","occ","","","174914","Eosimias","genus","92597","Late Eocene","","37.2","33.9","57178"
"1307781","occ","","","56682","Anthropoidea","suborder","40840","Rupelian","","33.9","28.1","57310"
"1307782","occ","","","162464","Propliopithecidae","family","92593","Early Oligocene","","33.9","28.4","52916"
"1307783","occ","","","162464","Parapithecidae","family","40856","Early Oligocene","","33.9","28.4","52916"
"1307784","occ","","","162464","Apidium","genus","40857","Early Oligocene","","33.9","28.4","52916"
"1307792","occ","","","175334","Oligopithecidae","family","101401","Early Oligocene","","33.9","28.4","52916"
"1307896","occ","","","175361","Afrotarsius libycus","species","172405","Middle Eocene","Late Eocene","48.6","33.9","34161"
"1307897","occ","","","175361","Biretia piveteaui","species","144313","Middle Eocene","Late Eocene","48.6","33.9","34161"
"1307898","occ","","","175361","Talahpithecus parvus","species","172409","Middle Eocene","Late Eocene","48.6","33.9","34161"
"1311327","occ","","","176053","Hesperotarsius sindhensis","species","335167","Miocene","","23.03","5.333","57749"
"1311328","occ","","","176051","Hesperotarsius sindhensis","species","335167","Miocene","","23.03","5.333","57749"
"1311638","occ","","","88358","Siamopithecus eocaenus","species","145178","Late Eocene","","37.2","33.9","57783"
"1311959","occ","","F","149523","Perupithecus ucayaliensis","species","330504","Late Eocene","Early Oligocene","37.2","28.4","56735"
"1311960","occ","","","149523","Platyrrhini","unranked clade","40843","Late Eocene","Early Oligocene","37.2","28.4","56735"
"1311961","occ","","","149523","Platyrrhini","unranked clade","40843","Late Eocene","Early Oligocene","37.2","28.4","56735"
"1312341","occ","","","176130","Anthropoidea","suborder","40840","Late Oligocene","","28.4","23.03","57830"
"1312384","occ","32610","","176147","Canaanimico amazonensis","species","345364","Late Oligocene","","28.4","23.03","59886"
"1312594","occ","","","176133","Cebinae","subfamily","92600","Late Miocene","","11.608","5.333","57830"
"1313018","occ","","","176213","Macaca","genus","40869","Late Pleistocene","","0.126","0.0117","57850"
"1313040","occ","","","176214","Trachypithecus obscurus","species","236479","Late Pleistocene","","0.126","0.0117","57850"
"1313594","occ","","","141368","Mazzonicebus almendrae","species","335779","Colhuehuapian","","21","17.5","57939"
"1315326","occ","","","176525","Homo sapiens","species","83088","Holocene","","0.0117","0","58111"
"1315909","occ","","","176622","Homunculus","genus","40850","Santacrucian","","17.5","16.3","58194"
"1316281","occ","","","176636","Homunculus","genus","40850","Santacrucian","","17.5","16.3","58226"
"1316282","occ","","","176602","Homunculus patagonicus","species","242914","Santacrucian","","17.5","16.3","58226"
"1316283","occ","","","87314","Homunculus patagonicus","species","242914","Santacrucian","","17.5","16.3","58226"
"1316284","occ","","","27313","Homunculus patagonicus","species","242914","Middle Miocene","","15.97","11.608","58226"
"1316285","occ","","","27313","Homunculus patagonicus","species","242914","Middle Miocene","","15.97","11.608","58226"
"1316286","occ","","","176570","Homunculus patagonicus","species","242914","Santacrucian","","17.5","16.3","58226"
"1316287","occ","","","176570","Homunculus patagonicus","species","242914","Santacrucian","","17.5","16.3","58226"
"1316288","occ","","","176570","Homunculus patagonicus","species","242914","Santacrucian","","17.5","16.3","58226"
"1316289","occ","","","176563","Homunculus patagonicus","species","242914","Santacrucian","","17.5","16.3","58226"
"1316309","occ","","","176581","Homunculus patagonicus","species","242914","Santacrucian","","17.5","16.3","58227"
"1316327","occ","","","176270","Tremacebus harringtoni","species","336994","Colhuehuapian","","21","17.5","58231"
"1316328","occ","","","59319","Soriacebus ameghinorum","species","264170","Early Miocene","","23.03","15.97","58232"
"1316329","occ","","","59320","Soriacebus","genus","264169","Early Miocene","","23.03","15.97","58232"
"1316330","occ","","","59325","Carlocebus carmenensis","species","264175","Early Miocene","","23.03","15.97","58232"
"1316331","occ","","","59319","Soriacebus ameghinorum","species","264170","Early Miocene","","23.03","15.97","58232"
"1316333","occ","","","59319","Platyrrhini","unranked clade","40843","Early Miocene","","23.03","15.97","58232"
"1316334","occ","","","59320","Pitheciidae","family","64835","Early Miocene","","23.03","15.97","58232"
"1316335","occ","","","59323","Carlocebus carmenensis","species","264175","Early Miocene","","23.03","15.97","58232"
"1316361","occ","","","95688","Branisella boliviana","species","165990","Deseadan","","29","21","58236"
"1325749","occ","","","96702","Panamacebus transitus","species","339833","Early Hemingfordian","","20.43","15.97","58921"
"1332490","occ","","","175142","Oligotarsius rarus","species","343087","Early Oligocene","","33.9","28.4","59456"
"1332491","occ","","","175142","Bahinia banyueae","species","343088","Early Oligocene","","33.9","28.4","59456"
"1333292","occ","","","173640","Amamria tunisiensis","species","343384","Bartonian","","41.3","38","59517"
"1333427","occ","","","12960","Oligopithecidae","family","101401","Rupelian","","33.9","28.1","59537"
"1333436","occ","","","179687","Nsungwepithecus gunnelli","species","343425","Late Oligocene","","28.4","23.03","59541"
"1333437","occ","","","179687","Rukwapithecus fleaglei","species","343427","Late Oligocene","","28.4","23.03","59541"
"1336732","occ","","","35927","Archicebus achilles","species","345141","Early Eocene","","55.8","48.6","59831"
"1337304","occ","","","41456","Pondaungia","genus","40842","Bartonian","","41.3","38","25277"
"1337319","occ","","","41331","Myanmarpithecus yarshensis","species","106801","Bartonian","","41.3","38","25277"
"1348584","occ","","","182745","Mesopithecus","genus","40870","Late Miocene","","11.608","5.333","60908"
"1348694","occ","","","182754","Mesopithecus","genus","40870","Late Miocene","","11.608","5.333","60922"
"1349889","occ","","","182940","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","61040"
"1350668","occ","","","32189","Mesopithecus pentelicus","species","97758","Turolian","","8.7","5.333","61128"
"1350737","occ","","","183152","Australopithecus","genus","40900","Early Pleistocene","","2.588","0.781","61133"
"1350738","occ","","","183152","Homo","genus","40901","Early Pleistocene","","2.588","0.781","61133"
"1350739","occ","","","183152","Cercopithecoides","genus","40863","Early Pleistocene","","2.588","0.781","61133"
"1350740","occ","","","183152","Papio hamadryas","species","104127","Early Pleistocene","","2.588","0.781","61133"
"1350741","occ","","","183152","Cercopithecidae","family","40860","Early Pleistocene","","2.588","0.781","61133"
"1351743","occ","","","183341","Paradolichopithecus","genus","40873","Early Pleistocene","","2.588","0.781","61190"
"1352073","occ","","","182079","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","60529"
"1355327","occ","","","41120","Eosimias centennicus","species","105205","Late Eocene","","37.2","33.9","61481"
"1356824","occ","","","184245","Homo neanderthalensis","species","83087","Late Pleistocene","","0.126","0.0117","61580"
"1357407","occ","","","184368","Graecopithecus","genus","97180","Late Miocene","","11.608","5.333","61768"
"1357545","occ","","","184410","Dolichopithecus","genus","40866","Early Pliocene","","5.333","3.6","61770"
